id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0a08f18c79,data/asr_bengali_1000_wav/0a08f18c79.wav,তিনখানা ইন্টার কাসের দরুন,তিনখানা ইন্টার কাসের দরুন,তিনখানা ইন্টার কাসের দরুন,তিন খানা ইন্টার কের দরুন, তিনখানা ইন্টার কাসের দরুন, তিনখানা ইন্টার কাসের দরুন
0a0906069f,data/asr_bengali_1000_wav/0a0906069f.wav,নানা ধরনের জিনিস ফেলে,নানা ধরনের জিনিস ফেলে,নানা ধরণের জিনিস ফেলে,নানা ধরনের জিনিস ফেলে, নানা ধরনের জিনিস পেলে, নানা ধরনের জিনিস পেলে
0a093d774a,data/asr_bengali_1000_wav/0a093d774a.wav,গ্রন্থেও তাহা পাইয়াছি,গ্রন্থেও তাহা পাইয়াছি,গ্রন্থেও তাহা পাইয়াছি,গম তে ও তা হ পাইই আছি, গ্রন্থেও তাহা পাইয়াছি, গ্রন্থেও তাহা পাইয়াছি
0a09e9a73a,data/asr_bengali_1000_wav/0a09e9a73a.wav,দুর্ঘটনার সময় লঞ্চটিতে,দুর্ঘটনার সময় লঞ্চটিতে,দুর্ঘটনার সময় লঞ্চটিতে,দিতে দুই ঘা সময় লঞ্চ টিতে, দুর্ঘটনার সময় লৌঞ্চ টিতে, দুর্ঘটনার সময় লৌঞ্চ টিতে
0a09f59594,data/asr_bengali_1000_wav/0a09f59594.wav,রাখা হয়,রাখা হয়,রাখা হয়,না হ না খ হয় হয় না, রাখা হয়, রাখা হয়
0a0a304d01,data/asr_bengali_1000_wav/0a0a304d01.wav,তুলনায় আর্দ্রতা,তুলনায় আর্দ্রতা,তুলনায় আর্দ্রতা,তুলু না আর দ্রো তা, তুলনায় আর্দ্রতা, তুলনায় আর্দ্রতা
0a0ae5b8df,data/asr_bengali_1000_wav/0a0ae5b8df.wav,পুলিশ দুজনকে আটক করেছে,পুলিশ দুজনকে আটক করেছে,পুলিশ দুজনকে আটক করেছে,পুলিশ দুজনকে আটক করেছে, পুলিশ দুজনকে আটক করেছে, পুলিশ দুজনকে আটক করেছে
0a0bee8bae,data/asr_bengali_1000_wav/0a0bee8bae.wav,মুস্তাফিজুর রহমান মানিক,মোস্তাফিজুর রহমান মানিক,মোস্তাফিজুর রহমান মানিক,মোস্তাফিজুর রহমান মানিক, মোসফিজ রমান মানিক, মোস্তফিজ রহমান মানিক
0a0c94aa9e,data/asr_bengali_1000_wav/0a0c94aa9e.wav,সারা হন,সারা হন,সারা হন,না না না সে শ আর হন না হ, সারাা হন, সাড়া হন
0a0ce099a3,data/asr_bengali_1000_wav/0a0ce099a3.wav,পর্যাপ্ত নিরাপত্তা,পর্যাপ্ত নিরাপত্তা,পর্যাপ্ত নিরাপত্তা,পর্যাপ্ত নিরাপত্ত তা, পর্যাপ্ত নিরাপত্তা, পর্যাপ্ত নিরাপত্তা
0a0d13b8e1,data/asr_bengali_1000_wav/0a0d13b8e1.wav,অসুবিধাতেও পড়তে হয়,অসুবিধাতেও পড়তে হয়,অসুবিধাতেও পড়তে হয়,অসুবিধা তেও পড়তে হয়, অসুবিধাতেও পড়তে হয়, অসুবিধাতেও পড়তে হয়
0a0d821104,data/asr_bengali_1000_wav/0a0d821104.wav,আজ একরকম,আজ এক রকম,আজ এক রকম,না না না না না না আর এক র কম না হ আর না, আজ একরকম, আজ একরকম
0a0daf72e3,data/asr_bengali_1000_wav/0a0daf72e3.wav,আমাদের সামনে,আমাদের সামনে,আমাদের সামনে,না না না আর আমার আর সামনে নেই না আর, আমাদের সামনে, আমাদের সামনে
0a0e11a2d3,data/asr_bengali_1000_wav/0a0e11a2d3.wav,একবার বাদশাহর,একবার বাদ শহর,একবার বাদ শহর,না আর আর এক বার বাদ সহ হ, একবার বাদশহর, একবার বাদশহর
0a0e696d0c,data/asr_bengali_1000_wav/0a0e696d0c.wav,অ্যালান রেমন্ড আইজ্যাক,অ্যালান রেমন্ড আইজ্যাক,অ্যালান রেমন্ড আইজাক,হ না না এ লা আনন রে ম ড আই জ এক, অ্যালান রেমন্ড আই জ্যাক, অ্যালান রেমন্ড আই জ্যাক
0a0e6d42f4,data/asr_bengali_1000_wav/0a0e6d42f4.wav,অনেক বাধা আর প্রতিকূলতা,অনেক বাধা আর প্রতিকূলতা,অনেক বাধা আর প্রতিকূলতা,অনেক বাধা আর প্রতি কুল তা, অনেক বাধা আর প্রতিকূলতা, অনেক বাধা আর প্রতিকূলতা
0a0eaf75ef,data/asr_bengali_1000_wav/0a0eaf75ef.wav,অপব্যবহার করা হচ্ছে,অপব্যবহার করা হচ্ছে,অপব্যবহার করা হচ্ছে,অ পা ব্যবহার করা হচ্ছে, অপব্যবহার করা হচ্ছে, অপব্যবহার করা হচ্ছে
0a0f76f7c8,data/asr_bengali_1000_wav/0a0f76f7c8.wav,জিয়াউর রহমানকে বর্তমানে,জিয়াউর রহমানকে বর্তমানে,জিয়াউর রহমানকে বর্তমানে,জিয়াউর রহমান কে ব তো মানে, জিয়াউর রহমানকে বর্তমানে, জিয়াউর রহমানকে বর্তমানে
0a0fe41f52,data/asr_bengali_1000_wav/0a0fe41f52.wav,প্রচারিত হতে যাচ্ছে,প্রচারিত হতে যাচ্ছে,প্রচারিত হতে যাচ্ছে,প্রচারই তো হতে যাচ্ছে ছে, প্রচারিত হতে যাচ্ছে, প্রচারিত হতে যাচ্ছে
0a10069d85,data/asr_bengali_1000_wav/0a10069d85.wav,আমানউল্লাহ ও হোসনে আরাকে,আমানউল্লাহ ও হোসনে আরাকে,আমানউল্লাহ ও হোসনে আরাকে,আমার না উল্লাহ ও হোসষ নেই আর আর কে, আমানুল্লাহ ও হোসনে আাকে, আমানুল্লাহ ও হোসনে আরাকে
0a1069875a,data/asr_bengali_1000_wav/0a1069875a.wav,সিনেমার ফাইটিংয়ের দৃশ্যের মতো,সিনেমার ফাইটিংয়ের দৃশ্যের মতো,সিনেমার ফাইটিংয়ের দৃশ্যের মতো,সিন না আমার ফাইটিং এর দৃশের মতো, সিনেমার ফাইটিংয়র দৃশ্যের মতো, সিনেমার ফাইটিং এর দৃশ্যের মত
0a10c5c9f1,data/asr_bengali_1000_wav/0a10c5c9f1.wav,কথা কহিতে লাগিলাম,কথা কহিতে লাগিলাম,কথা কইিতে লাগিলাম,কথা কইতে লাগে নামাম, কথা কইতে লাগিলাম, কথা কইতে লাগিলাম
